Document Index (generated),Number of Records,Question Id,Topic Id
860,1,1182390,cellulite-questions
861,1,1182390,stomach-questions
862,1,1182391,epilepsy-questions
863,1,1182391,genetic-testing-questions
864,1,1182392,stomach-questions
865,1,1182393,baby-questions
866,1,1182394,knee-questions
867,1,1182396,adult-acne-questions
868,1,1182397,cesarean-section-questions
869,1,1182397,pregnancy-questions
870,1,1182397,scar-questions
871,1,1182398,snorer-questions
872,1,1182405,genital-herpes-questions
873,1,1182407,pulse-questions
874,1,1182410,abdominal-obesity-questions
875,1,1182412,cough-questions
876,1,1182412,itch-questions
877,1,1182412,throat-questions
878,1,1182413,allergy-questions
879,1,1182413,cats-questions
880,1,1182413,drug-questions
881,1,1182413,over-the-counter-questions
882,1,1182414,drug-questions
883,1,1182415,drowsiness-questions
884,1,1182415,food-allergy-questions
885,1,1182416,allergic-reaction-questions
886,1,1182416,insect-sting-questions
887,1,1182417,allergy-questions
888,1,1182417,drug-questions
889,1,1182417,pregnancy-questions
890,1,1182418,allergy-questions
891,1,1182418,drug-questions
892,1,1182419,allergy-questions
893,1,1182419,drug-questions
894,1,1182419,food-questions
895,1,1182420,nose-questions
896,1,1182420,nostril-questions
897,1,1182420,running-questions
898,1,1182421,inhaler-questions
899,1,1182423,inhaler-questions
900,1,1182423,mouth-questions
901,1,1182423,taste-questions
902,1,1182425,allergy-questions
903,1,1182427,family-questions
904,1,1182427,multivitamin-questions
905,1,1182428,drug-questions
906,1,1182429,poison-ivy-questions
907,1,1182430,motion-sickness-questions
908,1,1182430,sea-sickness-questions
909,1,1182431,syrup-questions
910,1,1182432,aloe-questions
911,1,1182432,aspirin-questions
912,1,1182432,sunburn-questions
913,1,1182433,cuts-questions
914,1,1182433,hydrogen-peroxide-questions
915,1,1182434,hydrogen-peroxide-questions
916,1,1182434,sting-questions
917,1,1182435,pain-questions
918,1,1182435,sting-questions
919,1,1182436,anaphylaxis-questions
920,1,1182437,acetaminophen-questions
921,1,1182437,ibuprofen-questions
922,1,1182438,burn-questions
923,1,1182438,mayonnaise-questions
924,1,1182439,antibiotic-questions
925,1,1182439,cuts-questions
926,1,1182439,scrape-questions
927,1,1182440,ears-questions
928,1,1182440,thermometer-questions
929,1,1182441,constipation-questions
930,1,1182441,diarrhea-questions
931,1,1182441,over-the-counter-questions
932,1,1182442,nausea-questions
933,1,1182442,over-the-counter-questions
934,1,1182442,vomit-questions
935,1,1182443,aspirin-questions
936,1,1182444,aids-questions
937,1,1182444,tryptophan-questions
938,1,1182445,melatonin-questions
939,1,1182446,drug-questions
940,1,1182447,long-term-effect-questions
941,1,1182447,short-stature-questions
942,1,1182450,over-the-counter-questions
943,1,1182450,vitamin-c-questions
944,1,1182451,drug-questions
945,1,1182451,ibuprofen-questions
946,1,1182451,liver-questions
947,1,1182451,over-the-counter-questions
948,1,1182452,over-the-counter-questions
949,1,1182454,drug-questions
950,1,1182454,insomnia-questions
951,1,1182454,over-the-counter-questions
952,1,1182454,pain-questions
953,1,1182454,vision-questions
954,1,1182455,bipolar-disorder-questions
955,1,1182458,sleep-apnea-questions
956,1,1182459,drug-questions
957,1,1182459,fibromyalgia-questions
958,1,1182459,pain-questions
959,1,1182460,allergic-reaction-questions
960,1,1182460,drug-questions
961,1,1182461,coldness-questions
962,1,1182461,high-blood-pressure-questions
963,1,1182462,drug-questions
964,1,1182462,pain-questions
965,1,1182464,multivitamin-questions
966,1,1182464,oxycodone-questions
967,1,1182465,acetaminophen-questions
968,1,1182465,hydrocodone-questions
969,1,1182465,oxycodone-questions
970,1,1182466,drug-questions
971,1,1182466,hydrocodone-questions
972,1,1182466,pain-questions
973,1,1182467,oxycodone-questions
974,1,1182467,pain-questions
975,1,1182467,skin-questions
976,1,1182468,acetaminophen-questions
977,1,1182468,drug-questions
978,1,1182468,over-the-counter-questions
979,1,1182469,acetaminophen-questions
980,1,1182470,muscle-questions
981,1,1182470,nerve-questions
982,1,1182470,pain-questions
983,1,1182471,baby-questions
984,1,1182471,drug-questions
985,1,1182471,first-aid-questions
986,1,1182471,hand-questions
987,1,1182472,coldness-questions
988,1,1182472,drug-questions
989,1,1182472,over-the-counter-questions
990,1,1182473,acetaminophen-questions
991,1,1182473,baby-questions
992,1,1182473,infant-questions
993,1,1182474,baby-questions
994,1,1182474,belch-questions
995,1,1182474,drug-questions
996,1,1182474,over-the-counter-questions
997,1,1182476,baby-questions
998,1,1182476,pain-questions
999,1,1182476,teething-questions
1000,1,1182477,drug-questions
1001,1,1182478,baby-questions
1002,1,1182478,stuffy-nose-questions
1003,1,1182480,thrush-questions
1004,1,1182481,drug-questions
1005,1,1182481,ear-infection-questions
1006,1,1182481,over-the-counter-questions
1007,1,1182482,diaper-rash-questions
1008,1,1182482,over-the-counter-questions
1009,1,1182483,drug-questions
1010,1,1182483,heartburn-questions
1011,1,1182483,over-the-counter-questions
1012,1,1182484,proton-pump-inhibitor-questions
1013,1,1182486,vision-questions
1014,1,1182488,drug-questions
1015,1,1182488,proton-pump-inhibitor-questions
1016,1,1182490,heartburn-questions
1017,1,1182490,vitamin-questions
1018,1,1182492,heartburn-questions
1019,1,1182492,oil-questions
1020,1,1182492,soda-questions
1021,1,1182493,drug-questions
1022,1,1182493,heartburn-questions
1023,1,1182493,pregnancy-questions
1024,1,1182494,drug-questions
1025,1,1182498,insurance-questions
1026,1,1182499,pregnancy-questions
1027,1,1182499,vitamin-questions
1028,1,1182500,acetaminophen-questions
1029,1,1182500,pain-questions
1030,1,1182500,pregnancy-questions
1031,1,1182501,constipation-questions
1032,1,1182501,pregnancy-questions
1033,1,1182502,drug-questions
1034,1,1182502,morning-sickness-questions
1035,1,1182502,pregnancy-questions
1036,1,1182503,antibiotic-questions
1037,1,1182503,pregnancy-questions
1038,1,1182504,coldness-questions
1039,1,1182504,pregnancy-questions
1040,1,1182505,over-the-counter-questions
1041,1,1182506,pregnancy-questions
1042,1,1182507,nausea-questions
1043,1,1182507,prenatal-vitamin-questions
1044,1,1182508,pregnancy-questions
1045,1,1182509,benzoyl-peroxide-questions
1046,1,1182509,over-the-counter-questions
1047,1,1182509,pregnancy-questions
1048,1,1182509,vitamin-a-questions
1049,1,1182510,pregnancy-questions
1050,1,1182510,yeast-infection-questions
1051,1,1182512,over-the-counter-questions
1052,1,1182512,prenatal-vitamin-questions
1053,1,1182513,hives-questions
1054,1,1182513,pregnancy-questions
1055,1,1182514,drug-questions
1056,1,1182514,pregnancy-questions
1057,1,1182515,acetaminophen-questions
1058,1,1182515,back-pain-questions
1059,1,1182515,drug-questions
1060,1,1182515,hydrocodone-questions
1061,1,1182515,ulcer-questions
1062,1,1182516,bowel-movement-questions
1063,1,1182517,drug-questions
1064,1,1182519,over-the-counter-questions
1065,1,1182519,stomach-questions
1066,1,1182520,diarrhea-questions
1067,1,1182520,over-the-counter-questions
1068,1,1182521,menstrual-cramp-questions
1069,1,1182522,constipation-questions
1070,1,1182522,drug-questions
1071,1,1182524,diarrhea-questions
1072,1,1182524,vomit-questions
1073,1,1182525,drug-questions
1074,1,1182525,ginger-questions
1075,1,1182525,nausea-questions
1076,1,1182526,bowel-movement-questions
1077,1,1182527,sleepiness-questions
1078,1,1182528,bloating-questions
1079,1,1182528,cramps-questions
1080,1,1182529,colonoscopy-questions
1081,1,1182530,drug-questions
1082,1,1182530,h-pylori-questions
1083,1,1182532,diet-pills-questions
1084,1,1182532,obesity-questions
1085,1,1182533,weight-loss-pill-questions
1086,1,1182534,drug-questions
1087,1,1182534,weight-loss-questions
1088,1,1182535,weight-loss-questions
1089,1,1182536,anus-questions
1090,1,1182537,injection-questions
1091,1,1182537,weight-loss-questions
1092,1,1182538,weight-loss-questions
1093,1,1182539,aspirin-questions
1094,1,1182540,diabetes-questions
1095,1,1182540,high-blood-pressure-questions
1096,1,1182541,weight-loss-pill-questions
1097,1,1182542,diet-pills-questions
1098,1,1182542,headache-questions
1099,1,1182543,bipolar-disorder-questions
1100,1,1182543,depression-questions
1101,1,1182543,diet-pills-questions
1102,1,1182543,drug-questions
1103,1,1182545,weight-loss-pill-questions
1104,1,1182546,aloe-questions
1105,1,1182546,diet-pills-questions
1106,1,1182546,vision-questions
1107,1,1182546,wound-questions
1108,1,1182547,weight-loss-questions
1109,1,1182548,drug-questions
1110,1,1182549,drug-questions
1111,1,1182550,diabetes-questions
1112,1,1182551,vitamin-questions
1113,1,1182552,drug-questions
1114,1,1182554,drug-questions
1115,1,1182557,drug-questions
1116,1,1182559,drug-questions
1117,1,1182560,antidepressant-questions
1118,1,1182562,drug-questions
1119,1,1182563,drug-questions
1120,1,1182565,over-the-counter-questions
1121,1,1182565,sinus-questions
1122,1,1182566,allergic-conjunctivitis-questions
1123,1,1182567,acetaminophen-questions
1124,1,1182567,drug-questions
1125,1,1182567,ibuprofen-questions
1126,1,1182568,drug-questions
1127,1,1182569,allergy-questions
1128,1,1182570,drug-questions
1129,1,1182571,ibuprofen-questions
1130,1,1182572,acetaminophen-questions
1131,1,1182575,swallow-questions
1132,1,1182576,allergy-questions
1133,1,1182577,forearm-questions
1134,1,1182577,pain-questions
1135,1,1182577,swelling-questions
1136,1,1182578,burn-questions
1137,1,1182578,finger-questions
1138,1,1182578,second-degree-burn-questions
1139,1,1182579,emergency-room-questions
1140,1,1182579,swelling-questions
1141,1,1182581,poison-ivy-questions
1142,1,1182582,cold-sore-questions
1143,1,1182582,over-the-counter-questions
1144,1,1182583,antibiotic-questions
1145,1,1182583,burn-questions
1146,1,1182583,hand-questions
1147,1,1182583,infection-questions
1148,1,1182583,wrist-questions
1149,1,1182584,bedbug-questions
1150,1,1182584,rash-questions
1151,1,1182585,drug-questions
1152,1,1182585,scabies-questions
1153,1,1182586,arm-questions
1154,1,1182586,insurance-questions
1155,1,1182586,spider-bite-questions
1156,1,1182587,blister-questions
1157,1,1182587,burn-questions
1158,1,1182587,hand-questions
1159,1,1182587,healing-questions
1160,1,1182588,grapefruit-questions
1161,1,1182589,spider-bite-questions
1162,1,1182590,burn-questions
1163,1,1182590,lip-questions
1164,1,1182590,pain-questions
1165,1,1182590,tooth-questions
1166,1,1182591,burn-questions
1167,1,1182591,hand-questions
1168,1,1182592,contact-dermatitis-questions
1169,1,1182592,healing-questions
1170,1,1182592,over-the-counter-questions
1171,1,1182593,chigger-questions
1172,1,1182593,drug-questions
1173,1,1182594,bedbug-questions
1174,1,1182595,drug-questions
1175,1,1182595,infection-questions
1176,1,1182595,over-the-counter-questions
1177,1,1182595,skin-questions
1178,1,1182596,leg-questions
1179,1,1182596,rash-questions
1180,1,1182596,skin-questions
1181,1,1182597,insurance-questions
1182,1,1182597,poison-ivy-questions
1183,1,1182597,sinus-infection-questions
1184,1,1182598,antibiotic-questions
1185,1,1182598,dog-questions
1186,1,1182598,multivitamin-questions
1187,1,1182598,swallow-questions
1188,1,1182600,depression-questions
1189,1,1182600,pregnancy-questions
1190,1,1182601,flu-questions
1191,1,1182601,injection-questions
1192,1,1182601,swine-flu-questions
1193,1,1182602,hallucination-questions
1194,1,1182602,sleepwalking-questions
1195,1,1182603,drug-questions
1196,1,1182603,over-the-counter-questions
1197,1,1182603,restlessness-questions
1198,1,1182605,ginseng-questions
1199,1,1182605,reaction-questions
1200,1,1182605,supplement-questions
1201,1,1182605,vitamin-questions
1202,1,1182606,drug-questions
1203,1,1182607,over-the-counter-questions
1204,1,1182608,pregnancy-questions
1205,1,1182608,third-trimester-questions
1206,1,1182609,drinking-questions
1207,1,1182609,food-questions
1208,1,1182610,swine-flu-questions
1209,1,1182610,virus-questions
1210,1,1182613,coldness-questions
1211,1,1182613,pregnancy-questions
1212,1,1182614,drug-questions
1213,1,1182614,nausea-questions
1214,1,1182615,aids-questions
1215,1,1182618,pregnancy-questions
1216,1,1182618,sleep-disorder-questions
1217,1,1182619,back-pain-questions
1218,1,1182619,multivitamin-questions
1219,1,1182619,muscle-questions
1220,1,1182619,naproxen-questions
1221,1,1182619,spasm-questions
1222,1,1182620,pregnancy-questions
1223,1,1182621,acetaminophen-questions
1224,1,1182621,amoxicillin-questions
1225,1,1182621,pain-questions
1226,1,1182622,flu-questions
1227,1,1182622,swine-flu-questions
1228,1,1182623,aspirin-questions
1229,1,1182623,drug-questions
1230,1,1182623,ibuprofen-questions
1231,1,1182623,pain-questions
1232,1,1182623,reaction-questions
1233,1,1182624,ibuprofen-questions
1234,1,1182625,hydrocodone-questions
1235,1,1182626,ibuprofen-questions
1236,1,1182626,pain-questions
1237,1,1182627,injury-questions
1238,1,1182627,liver-questions
1239,1,1182627,pain-questions
1240,1,1182628,drug-questions
1241,1,1182628,pain-questions
1242,1,1182629,swine-flu-questions
1243,1,1182631,back-pain-questions
1244,1,1182631,migraine-questions
1245,1,1182632,ibuprofen-questions
1246,1,1182633,drug-questions
1247,1,1182635,over-the-counter-questions
1248,1,1182635,pain-questions
1249,1,1182635,shingles-questions
1250,1,1182635,sting-questions
1251,1,1182636,crohns-disease-questions
1252,1,1182636,ibuprofen-questions
1253,1,1182637,drug-questions
1254,1,1182639,cold-questions
1255,1,1182639,coldness-questions
1256,1,1182639,flu-questions
1257,1,1182639,injection-questions
1258,1,1182640,oxycodone-questions
1259,1,1182641,toothache-questions
1260,1,1182641,urinary-tract-infection-questions
1261,1,1182642,naproxen-questions
1262,1,1182643,cramps-questions
1263,1,1182643,ibuprofen-questions
1264,1,1182644,itch-questions
1265,1,1182644,pain-questions
1266,1,1182644,stomach-questions
1267,1,1182647,baby-questions
1268,1,1182647,coldness-questions
1269,1,1182647,runny-nose-questions
1270,1,1182648,drug-questions
1271,1,1182649,diarrhea-questions
1272,1,1182649,infant-questions
1273,1,1182650,baby-questions
1274,1,1182650,nose-questions
1275,1,1182651,temperature-questions
1276,1,1182652,acetaminophen-questions
1277,1,1182653,cold-questions
1278,1,1182653,coldness-questions
1279,1,1182653,cough-questions
1280,1,1182653,infant-questions
1281,1,1182654,swine-flu-questions
1282,1,1182654,vaccines-questions
1283,1,1182655,injection-questions
1284,1,1182655,nail-questions
1285,1,1182655,tetanus-questions
1286,1,1182656,headache-questions
1287,1,1182656,ibuprofen-questions
1288,1,1182656,pressure-questions
1289,1,1182656,runny-nose-questions
1290,1,1182656,sinus-questions
1291,1,1182657,toddler-questions
1292,1,1182658,flatulence-questions
1293,1,1182658,stomachache-questions
1294,1,1182659,flu-questions
1295,1,1182660,flu-questions
1296,1,1182661,coldness-questions
1297,1,1182661,cough-questions
1298,1,1182661,hoarseness-questions
1299,1,1182661,sore-throat-questions
1300,1,1182661,toddler-questions
1301,1,1182662,flu-questions
1302,1,1182662,swine-flu-questions
1303,1,1182662,vaccines-questions
1304,1,1182663,flu-questions
1305,1,1182663,swine-flu-questions
1306,1,1182664,swine-flu-questions
1307,1,1182665,amoxicillin-questions
1308,1,1182665,foot-questions
1309,1,1182665,itch-questions
1310,1,1182666,acetaminophen-questions
1311,1,1182666,aspirin-questions
1312,1,1182667,cuts-questions
1313,1,1182667,foot-questions
1314,1,1182667,wound-questions
1315,1,1182669,pain-questions
1316,1,1182670,infant-questions
1317,1,1182671,drug-questions
1318,1,1182672,heartburn-questions
1319,1,1182673,heartburn-questions
1320,1,1182675,drug-questions
1321,1,1182675,heartburn-questions
1322,1,1182677,bipolar-disorder-questions
1323,1,1182677,drug-questions
