Document Index (generated),Number of Records,Member Follower Number,Member Helpful Votes,Member Id,Member Job,Member Name,Member Type,Member Workplace
66087,1,0,0,91813,,wyoming30,Contributor,
66088,1,0,0,91814,,monypenny07,Contributor,
66089,1,0,0,91815,,dodgerfan1966,Contributor,
66090,1,0,0,91816,,JusticeJ,Contributor,
66091,1,0,0,91817,,Mom2201979,Contributor,
66092,1,0,0,91818,,YesIhAVEqUESTIONS,Contributor,
66093,1,0,0,91819,,mphsladi,Contributor,
66094,1,0,0,91820,,JayBagel,Contributor,
66095,1,0,0,91821,,fishoutofwater9,Contributor,
66096,1,0,0,91822,,kcmitchell2004,Contributor,
66097,1,0,0,91823,,lauragarcia14,Contributor,
66098,1,0,0,91824,,stevie77711,Contributor,
66099,1,0,0,91825,,20silver13,Contributor,
66100,1,0,0,91826,,bladetull,Contributor,
66101,1,0,0,91827,,dottiedm,Contributor,
66102,1,0,0,91828,,cynthia72,Contributor,
66103,1,0,0,91829,,8scooter15,Contributor,
66104,1,0,0,91830,,Keepuhappy,Contributor,
66105,1,0,0,91831,,aquariusjudy,Contributor,
66106,1,0,0,91832,,mynameisme,Contributor,
66107,1,0,0,91833,,noell012913,Contributor,
66108,1,0,0,91834,,alfie6,Contributor,
66109,1,0,0,91835,,Melissa52,Contributor,
66110,1,0,0,91836,,tld07,Contributor,
66111,1,0,0,91837,,EpicTaco,Contributor,
66112,1,0,0,91838,,AriaDuBois,Contributor,
66113,1,0,0,91839,,Paul1122,Contributor,
66114,1,0,0,91840,,JulianKaye,Contributor,
66115,1,0,0,91841,,mmlylissa,Contributor,
66116,1,0,0,91842,,anitastk,Contributor,
66117,1,0,0,91843,,purpleginger01,Contributor,
66118,1,0,0,91844,,jwtkes,Contributor,
66119,1,0,0,91845,,AZPrincess,Contributor,
66120,1,0,0,91846,,isavage1965,Contributor,
66121,1,0,0,91847,,sanjay5004,Contributor,
66122,1,0,0,91848,,ladyt200445,Contributor,
66123,1,0,0,91849,,ladyxl,Contributor,
66124,1,0,0,91850,,Poppa08,Contributor,
66125,1,0,0,91851,,Mweaver93,Contributor,
66126,1,0,0,91852,,3pickles,Contributor,
66127,1,0,0,91853,,anfcaf,Contributor,
66128,1,0,1,91854,,Timy_K,Contributor,
66129,1,0,0,91855,,Tstanto,Contributor,
66130,1,0,0,91856,,vashist,Contributor,
66131,1,0,0,91857,,MR1120,Contributor,
66132,1,0,0,91858,,Shay504,Contributor,
66133,1,0,4,91859,,nothyenemy,Contributor,
66134,1,0,0,91860,,memahenne,Contributor,
66135,1,0,0,91861,,katie720,Contributor,
66136,1,0,0,91862,,MaryElisabeth88,Contributor,
66137,1,0,0,91863,,momus,Contributor,
66138,1,0,0,91864,,jimgrimm,Contributor,
66139,1,0,0,91865,,fijigirl24,Contributor,
66140,1,0,0,91866,,scon2013,Contributor,
66141,1,0,0,91867,,CherylWilcut,Contributor,
66142,1,0,0,91868,,blockgarden,Contributor,
66143,1,0,0,91869,,eknowles,Contributor,
66144,1,0,0,91870,,familydogs,Contributor,
66145,1,0,0,91871,,REM27358,Contributor,
66146,1,0,0,91872,,nishant13,Contributor,
66147,1,0,0,91873,,x3rosa,Contributor,
66148,1,0,0,91874,,antheaforyou,Contributor,
66149,1,0,0,91875,,tulip05,Contributor,
66150,1,0,0,91876,,adnirod,Contributor,
66151,1,0,13,91877,,caralyn,Contributor,
66152,1,0,0,91878,,isthishappening,Contributor,
66153,1,0,0,91879,,Teresia,Contributor,
66154,1,0,0,91880,,choffmanswifey,Contributor,
66155,1,0,0,91881,,carmenvelasco,Contributor,
66156,1,0,0,91882,,clycly,Contributor,
66157,1,0,0,91883,,nano84,Contributor,
66158,1,0,0,91884,,Tionna1998,Contributor,
66159,1,0,0,91885,,lilone29,Contributor,
66160,1,0,0,91886,,Isa60,Contributor,
66161,1,0,0,91887,,lfsiv,Contributor,
66162,1,0,0,91888,,idnic1219,Contributor,
66163,1,0,0,91889,,Hazel4426,Contributor,
66164,1,0,0,91890,,Buster2012,Contributor,
66165,1,0,0,91891,,NattieC,Contributor,
66166,1,0,0,91892,,AJG_09,Contributor,
66167,1,0,0,91893,,jus1210,Contributor,
66168,1,0,0,91894,,pandalady879,Contributor,
66169,1,0,0,91895,,knnybob,Contributor,
66170,1,0,0,91896,,jjp2013,Contributor,
66171,1,0,0,91897,,cosby10,Contributor,
66172,1,0,0,91898,,lviramontes,Contributor,
66173,1,0,0,91899,,odamae,Contributor,
66174,1,0,0,91900,,LoveLife912,Contributor,
66175,1,0,0,91901,,ROCKYSUE1,Contributor,
66176,1,0,0,91902,,conlan,Contributor,
66177,1,0,0,91903,,joemorris1959,Contributor,
66178,1,0,0,91904,,sandyfen57,Contributor,
66179,1,0,0,91905,,Airmanma,Contributor,
66180,1,0,0,91906,,SabrinaRtrott,Contributor,
66181,1,0,0,91907,,mparsons1979,Contributor,
66182,1,0,0,91908,,lucylady,Contributor,
66183,1,0,0,91909,,Kevin121968,Contributor,
66184,1,0,0,91910,,karleen1,Contributor,
66185,1,0,0,91911,,CAvan,Contributor,
66186,1,0,0,91912,,siamesekats,Contributor,
66187,1,0,0,91913,,adehave01,Contributor,
66188,1,0,0,91914,,Amy1969,Contributor,
66189,1,0,0,91915,,Dmazzrealty,Contributor,
66190,1,0,0,91916,,China123456,Contributor,
66191,1,0,0,91917,,flowergirl914,Contributor,
66192,1,0,0,91918,,JackRiggs,Contributor,
66193,1,0,0,91919,,shawn_sheets,Contributor,
66194,1,0,0,91920,,Wiseoldowl,Contributor,
66195,1,0,8,91921,,Laura1118,Contributor,
66196,1,0,0,91922,,cici1895,Contributor,
66197,1,0,0,91923,,Tiffanys81,Contributor,
66198,1,0,0,91924,,Jakecha,Contributor,
66199,1,0,0,91925,,BJD2013,Contributor,
66200,1,0,0,91926,,SimplyxSabrina,Contributor,
66201,1,0,0,91927,,bobbylop,Contributor,
66202,1,0,0,91928,,thinkingCap,Contributor,
66203,1,0,0,91929,,lisagregory85,Contributor,
66204,1,0,0,91930,,Jijilamoroso,Contributor,
66205,1,0,0,91931,,bonnieludy,Contributor,
66206,1,0,0,91932,,sackets,Contributor,
66207,1,0,681,91933,,rachel786,Contributor,
66208,1,0,0,91934,,dhurgarajesh,Contributor,
66209,1,0,0,91935,,hemanthnidhininan,Contributor,
66210,1,0,0,91936,,Dakota2Skylar34,Contributor,
66211,1,0,0,91937,,misswright88,Contributor,
66212,1,0,0,91938,,prod111,Contributor,
66213,1,0,0,91939,,Zeibrae,Contributor,
66214,1,0,0,91940,,pkrfn1,Contributor,
66215,1,0,0,91941,,braddy1,Contributor,
66216,1,0,0,91942,,mlb1054,Contributor,
66217,1,0,0,91943,,mylilybckyrd0791,Contributor,
66218,1,0,0,91944,,otelurosu200,Contributor,
66219,1,0,0,91945,,Ahobbyman124,Contributor,
66220,1,0,0,91946,,whydah,Contributor,
66221,1,0,0,91947,,msb_77,Contributor,
66222,1,0,0,91948,,jfrankl,Contributor,
66223,1,0,0,91949,,jeff31503,Contributor,
66224,1,0,0,91950,,yavano,Contributor,
66225,1,0,0,91951,,Alaska10,Contributor,
66226,1,0,0,91952,,tonyaq,Contributor,
66227,1,0,1,91953,,83thany,Contributor,
66228,1,0,0,91954,,heebeegeebee,Contributor,
66229,1,0,0,91955,,JMMurphy181,Contributor,
66230,1,0,0,91956,,JJ1977,Contributor,
66231,1,0,0,91957,,rony1211,Contributor,
66232,1,0,0,91958,,Joev9876,Contributor,
66233,1,0,0,91959,,lovespellssa,Contributor,
66234,1,0,0,91960,,whitepoppy,Contributor,
66235,1,0,0,91961,,vikov,Contributor,
66236,1,0,0,91962,,Victorn,Contributor,
66237,1,0,0,91963,,Carischmitz93,Contributor,
66238,1,0,0,91964,,charlotkenn,Contributor,
66239,1,0,0,91965,,arktrans,Contributor,
66240,1,0,0,91966,,bryanz,Contributor,
66241,1,0,0,91967,,KrisCH,Contributor,
66242,1,0,29,91968,,Lifestyling,Contributor,
66243,1,0,0,91969,,tmac95,Contributor,
66244,1,0,0,91970,,wards13,Contributor,
66245,1,0,4,91971,,esther1984,Contributor,
66246,1,0,0,91972,,10chipper,Contributor,
66247,1,0,0,91973,,mamods,Contributor,
66248,1,0,0,91974,,almajo,Contributor,
66249,1,0,0,91975,,Rayman1970,Contributor,
66250,1,0,0,91976,,rystlekay,Contributor,
66251,1,0,0,91977,,emma2121,Contributor,
66252,1,0,0,91978,,younganon,Contributor,
66253,1,0,0,91979,,1964tena,Contributor,
66254,1,0,0,91980,,julieclean,Contributor,
66255,1,0,0,91981,,mama59,Contributor,
66256,1,0,0,91982,,lryder,Contributor,
66257,1,0,0,91983,,jmoser2467,Contributor,
66258,1,0,0,91984,,sillyparent,Contributor,
66259,1,0,0,91985,,mephamrog,Contributor,
66260,1,0,0,91986,,BubbaHotep65,Contributor,
66261,1,0,0,91987,,Balletstar101,Contributor,
66262,1,0,0,91988,,Castine1234,Contributor,
66263,1,0,0,91989,,cidd1978,Contributor,
66264,1,0,0,91990,,kknene22,Contributor,
66265,1,0,0,91991,,43Deborah,Contributor,
66266,1,0,0,91992,,normaloto,Contributor,
66267,1,0,0,91993,,AnnSpunky,Contributor,
66268,1,0,0,91994,,trusher22,Contributor,
66269,1,0,0,91995,,woolseybyers,Contributor,
66270,1,0,0,91996,,Dishman91,Contributor,
66271,1,0,0,91997,,Mapleea,Contributor,
66272,1,0,0,91998,,abhaynoida,Contributor,
66273,1,0,0,91999,,spike74,Contributor,
66274,1,0,0,92000,,sezelle17,Contributor,
66275,1,0,0,92001,,t6gr5eatnlp,Contributor,
66276,1,0,0,92002,,Johnmarlothomas,Contributor,
66277,1,0,0,92003,,cowanjackie,Contributor,
66278,1,0,0,92004,,hennaLisa,Contributor,
66279,1,0,0,92005,,greek22,Contributor,
66280,1,0,0,92006,,DistressedDamsel,Contributor,
66281,1,0,0,92007,,sweetstats,Contributor,
66282,1,0,0,92008,,Karstens77,Contributor,
66283,1,0,0,92009,,cltillett,Contributor,
66284,1,0,0,92010,,john676,Contributor,
66285,1,0,0,92011,,Kelly21314,Contributor,
66286,1,0,0,92012,,Carollewis62,Contributor,
66287,1,0,0,92013,,Pmac2013,Contributor,
66288,1,0,0,92014,,t_conley211,Contributor,
66289,1,0,0,92015,,bayview,Contributor,
66290,1,0,0,92016,,afigg,Contributor,
66291,1,0,0,92017,,jeanniemariemurray,Contributor,
66292,1,0,0,92018,,Emily1221,Contributor,
66293,1,0,0,92019,,TimeRaven,Contributor,
66294,1,0,0,92020,,AKKUAKHIL,Contributor,
66295,1,0,0,92021,,salahaki,Contributor,
66296,1,0,0,92022,,granny72,Contributor,
66297,1,0,0,92023,,mrsmelissaanneyoung,Contributor,
66298,1,0,0,92024,,buttit2,Contributor,
66299,1,0,0,92025,,babygyrltiana82,Contributor,
66300,1,0,0,92026,,srn12345,Contributor,
66301,1,0,0,92027,,Shardanae,Contributor,
66302,1,0,0,92028,,johnnyp32,Contributor,
66303,1,0,0,92029,,joshnewell7,Contributor,
66304,1,0,0,92030,,shultz325,Contributor,
66305,1,0,0,92031,,wilby457,Contributor,
66306,1,0,0,92032,,squdman,Contributor,
66307,1,0,0,92033,,msnow82,Contributor,
66308,1,0,0,92034,,raj61,Contributor,
66309,1,0,0,92035,,Stefan1994,Contributor,
66310,1,0,0,92036,,popsitoes2,Contributor,
66311,1,0,0,92037,,sanara1,Contributor,
66312,1,0,0,92038,,debbiann,Contributor,
66313,1,0,0,92039,,Yvonne1231966,Contributor,
66314,1,0,0,92040,,cmhuggs,Contributor,
66315,1,0,0,92041,,ronnieb1,Contributor,
66316,1,0,0,92042,,patsbaby09,Contributor,
66317,1,0,0,92043,,Beebeeshots,Contributor,
66318,1,0,12,92044,,mrscherylb,Contributor,
66319,1,0,0,92045,,Tandarrae,Contributor,
66320,1,0,0,92046,,Hope03,Contributor,
66321,1,0,0,92047,,kejohnson1983,Contributor,
66322,1,0,0,92048,,Cmbidness,Contributor,
66323,1,0,0,92049,,CLMarcilliat,Contributor,
66324,1,0,0,92050,,BoxerChick,Contributor,
66325,1,0,0,92051,,bbakken50,Contributor,
66326,1,0,0,92052,,von92367,Contributor,
66327,1,0,0,92053,,katilay22,Contributor,
66328,1,0,0,92054,,pack2010,Contributor,
66329,1,0,0,92055,,simba0831,Contributor,
66330,1,0,0,92056,,tnvolfan,Contributor,
66331,1,0,0,92057,,sickandtiredmom,Contributor,
66332,1,0,0,92058,,viv1111,Contributor,
66333,1,0,0,92059,,malisahanssen,Contributor,
66334,1,0,0,92060,,roofinaa,Contributor,
66335,1,0,0,92061,,mamster,Contributor,
66336,1,0,0,92062,,skyecosentino,Contributor,
66337,1,0,0,92063,,ginny194,Contributor,
66338,1,0,0,92064,,Unmkhgf,Contributor,
66339,1,0,0,92065,,skatergirl3113,Contributor,
66340,1,0,0,92066,,navaeh,Contributor,
66341,1,0,0,92067,,Arizona60,Contributor,
66342,1,0,0,92068,,crd75,Contributor,
66343,1,0,0,92069,,heathern1josh,Contributor,
66344,1,0,0,92070,,Aequum,Contributor,
66345,1,0,0,92071,,deva1dog,Contributor,
66346,1,0,0,92072,,xiomara14,Contributor,
66347,1,0,3,92073,,ahart12,Contributor,
66348,1,0,0,92074,,jjtjmom,Contributor,
66349,1,0,0,92075,,Antliz,Contributor,
66350,1,0,0,92076,,daish1010,Contributor,
66351,1,0,0,92077,,gwclinic,Contributor,
66352,1,0,0,92078,,Shered95,Contributor,
66353,1,0,0,92079,,blair584,Contributor,
66354,1,0,0,92080,,Garshon,Contributor,
66355,1,0,0,92081,,evds8,Contributor,
66356,1,0,0,92082,,silverlykos,Contributor,
66357,1,0,0,92083,,monicaanneh,Contributor,
66358,1,0,0,92084,,mamagof3,Contributor,
66359,1,0,0,92085,,harolyns,Contributor,
66360,1,0,0,92086,,Dobergrammie,Contributor,
66361,1,0,0,92087,,TBilli,Contributor,
66362,1,0,0,92088,,rhcwilliams,Contributor,
66363,1,0,0,92089,,gh3870,Contributor,
66364,1,0,0,92090,,brownrice,Contributor,
66365,1,0,0,92091,,BELFRY,Contributor,
66366,1,0,0,92092,,chili789,Contributor,
66367,1,0,0,92093,,grandmadarlene,Contributor,
66368,1,0,0,92094,,sm89ml09il11,Contributor,
66369,1,0,0,92095,,faye_griff,Contributor,
66370,1,0,0,92096,,2ndmariposa,Contributor,
66371,1,0,0,92097,,JeremiahTwofeathers,Contributor,
66372,1,0,0,92098,,brent77michelle82,Contributor,
66373,1,0,0,92099,,Carrief,Contributor,
66374,1,0,0,92100,,meiyah,Contributor,
66375,1,0,0,92101,,Tobyboy,Contributor,
66376,1,0,0,92102,,CarolynThomasMcHughFosterKey,Contributor,
66377,1,0,0,92103,,Helenanneatkinson,Contributor,
66378,1,0,0,92104,,hurtz2move,Contributor,
66379,1,0,0,92105,,bradley1864,Contributor,
66380,1,0,0,92106,,PunkR,Contributor,
66381,1,0,0,92107,,tammarie,Contributor,
66382,1,0,0,92108,,pjkatie,Contributor,
66383,1,0,0,92109,,Desiree0728,Contributor,
66384,1,0,0,92110,,divmehta,Contributor,
66385,1,0,0,92111,,CouponQueen17,Contributor,
66386,1,0,3,92112,,balance19,Contributor,
66387,1,0,0,92113,,didem64,Contributor,
66388,1,1,85,92114,,plorre4,Contributor,
66389,1,0,0,92115,,richie009,Contributor,
66390,1,0,0,92116,,russk123,Contributor,
66391,1,0,0,92117,,sujatamullick,Contributor,
66392,1,0,0,92118,,princessnb,Contributor,
66393,1,0,0,92119,,Caroline98,Contributor,
66394,1,0,0,92120,,L0lab,Contributor,
66395,1,0,4,92121,,tammynicole850,Contributor,
66396,1,0,3,92122,,cburns1021,Contributor,
66397,1,0,15,92123,,me_me_susan1,Contributor,
66398,1,0,0,92124,,simplycurious,Contributor,
66399,1,0,1,92125,,benalex234,Contributor,
66400,1,0,0,92126,,vish1nath,Contributor,
66401,1,0,0,92127,,SweetMishka,Contributor,
66402,1,0,0,92128,,jimieu,Contributor,
66403,1,0,0,92129,,sjstudent188,Contributor,
66404,1,0,0,92130,,oliver41005,Contributor,
66405,1,0,0,92131,,jt8389,Contributor,
66406,1,0,0,92132,,abhedwar,Contributor,
66407,1,0,0,92133,,jakal121,Contributor,
66408,1,0,0,92134,,kgs173,Contributor,
66409,1,0,0,92135,,aaron13,Contributor,
66410,1,0,0,92136,,penny0909,Contributor,
66411,1,0,0,92137,,boheath,Contributor,
66412,1,0,0,92138,,kdsnap,Contributor,
66413,1,0,0,92139,,jerseygirl75,Contributor,
66414,1,0,0,92140,,greybroad,Contributor,
66415,1,0,0,92141,,grannyclampett,Contributor,
66416,1,0,0,92142,,backroads4,Contributor,
66417,1,0,0,92143,,yavermae,Contributor,
66418,1,0,0,92144,,yavonne22,Contributor,
66419,1,0,0,92145,,oldgrandpanels,Contributor,
66420,1,0,0,92146,,jjstarr,Contributor,
66421,1,0,0,92147,,vgibson,Contributor,
66422,1,0,0,92148,,nw_mom555,Contributor,
66423,1,0,0,92149,,johnruff,Contributor,
66424,1,0,0,92150,,hhhh91,Contributor,
66425,1,0,0,92151,,Iceman308,Contributor,
66426,1,0,1,92152,,babygril84,Contributor,
66427,1,0,0,92153,,Evese,Contributor,
66428,1,0,0,92154,,daytimers,Contributor,
66429,1,0,0,92155,,step1174,Contributor,
66430,1,0,0,92156,,als0324,Contributor,
66431,1,0,0,92157,,Flutterby0605,Contributor,
66432,1,0,0,92158,,1936jobu,Contributor,
66433,1,0,0,92159,,dmarinez1961,Contributor,
66434,1,0,0,92160,,AileenLuciano,Contributor,
66435,1,0,0,92161,,joycejennings33,Contributor,
66436,1,0,0,92162,,lodi011,Contributor,
66437,1,0,0,92163,,briget329,Contributor,
66438,1,0,0,92164,,dennismm,Contributor,
66439,1,0,0,92165,,aap0812,Contributor,
66440,1,0,0,92166,,Jesusonthemoiuntain,Contributor,
66441,1,0,0,92167,,SIXERSGIRLIE4U,Contributor,
66442,1,0,0,92168,,WaltBoy,Contributor,
66443,1,0,6,92169,,Alex0213,Contributor,
66444,1,0,0,92170,,freo02,Contributor,
66445,1,0,0,92171,,parents2help,Contributor,
66446,1,0,0,92172,,onelove0116,Contributor,
66447,1,0,0,92173,,hjd2013,Contributor,
66448,1,0,0,92174,,conniesue85,Contributor,
66449,1,0,0,92175,,mantyke66770,Contributor,
66450,1,0,0,92176,,11301939ys,Contributor,
66451,1,0,0,92177,,Ouch75,Contributor,
66452,1,0,0,92178,,TiredAccountant,Contributor,
66453,1,0,0,92179,,gerib1963,Contributor,
66454,1,0,0,92180,,Mhelton603,Contributor,
66455,1,0,0,92181,,casinomary,Contributor,
66456,1,0,0,92182,,gothamjoe,Contributor,
66457,1,0,0,92183,,nataS,Contributor,
66458,1,0,0,92184,,amjm8284,Contributor,
66459,1,0,0,92185,,dolivebr,Contributor,
66460,1,0,0,92186,,gretch,Contributor,
66461,1,0,0,92187,,mouseeeee,Contributor,
66462,1,0,0,92188,,Hupomene,Contributor,
66463,1,0,0,92189,,patties22,Contributor,
66464,1,0,0,92190,,jscmalona,Contributor,
66465,1,0,0,92191,,rjw20,Contributor,
66466,1,0,0,92192,,brennock,Contributor,
66467,1,0,0,92193,,grandmasgirl,Contributor,
66468,1,0,0,92194,,Ouchbabe,Contributor,
66469,1,0,0,92195,,LoveWooed,Contributor,
66470,1,0,0,92196,,Kutty4166,Contributor,
66471,1,0,0,92197,,magotron,Contributor,
66472,1,0,0,92198,,1961197519981994,Contributor,
66473,1,0,0,92199,,felizjunebug,Contributor,
66474,1,0,0,92200,,Sapphir3,Contributor,
66475,1,0,0,92201,,mchapman83,Contributor,
66476,1,0,0,92202,,bbullock,Contributor,
66477,1,0,0,92203,,AshleighRankins,Contributor,
66478,1,0,0,92204,,Stars1,Contributor,
66479,1,0,0,92205,,dacula99,Contributor,
66480,1,0,0,92206,,medmystery1954,Contributor,
66481,1,0,0,92207,,jallison91,Contributor,
66482,1,0,0,92208,,starshine67,Contributor,
66483,1,0,0,92209,,totalbother,Contributor,
66484,1,0,0,92210,,Gumby0869,Contributor,
66485,1,0,0,92211,,mksolana,Contributor,
66486,1,0,0,92212,,redpurplegreen13,Contributor,
66487,1,0,0,92213,,matthewbester,Contributor,
66488,1,0,0,92214,,Jewels4jane,Contributor,
66489,1,0,0,92215,,Bjs254,Contributor,
66490,1,0,0,92216,,liveandlearn4,Contributor,
66491,1,0,13,92217,,km323,Contributor,
66492,1,0,0,92218,,KayFour,Contributor,
66493,1,0,0,92219,,john1983smith,Contributor,
66494,1,0,0,92220,,tcorrenti,Contributor,
66495,1,0,0,92221,,cherry7782,Contributor,
66496,1,0,0,92222,,lucille392,Contributor,
66497,1,0,0,92223,,Lockneez,Contributor,
66498,1,0,0,92224,,dacuster,Contributor,
66499,1,0,0,92225,,GaFitz,Contributor,
66500,1,0,0,92226,,jansam93,Contributor,
66501,1,0,0,92227,,thunt1970,Contributor,
66502,1,0,0,92228,,XploreOn,Contributor,
66503,1,0,0,92229,,Nette72,Contributor,
66504,1,0,0,92230,,tazellner,Contributor,
66505,1,0,0,92231,,aabey,Contributor,
66506,1,0,0,92232,,Rich_in_San_Diego,Contributor,
66507,1,0,0,92233,,Ballac1,Contributor,
66508,1,0,0,92234,,oidunno98,Contributor,
66509,1,0,0,92235,,darinesto,Contributor,
66510,1,0,0,92236,,lynceus370,Contributor,
66511,1,0,0,92237,,garsha254,Contributor,
66512,1,0,0,92238,,SueJB,Contributor,
66513,1,0,0,92239,,oggysgirl,Contributor,
66514,1,0,0,92240,,jacksonhole,Contributor,
66515,1,0,0,92241,,ashokyog,Contributor,
66516,1,0,0,92242,,Oceanbreez63,Contributor,
66517,1,0,0,92243,,werken_mom,Contributor,
66518,1,0,0,92244,,GrannyJani1,Contributor,
66519,1,0,0,92245,,coachbill9,Contributor,
66520,1,0,0,92246,,hopeful85,Contributor,
66521,1,0,0,92247,,Mortgage,Contributor,
66522,1,0,0,92248,,pab606,Contributor,
66523,1,0,0,92249,,Maggy27,Contributor,
66524,1,0,0,92250,,Afrisbee47,Contributor,
66525,1,0,0,92251,,BrettKB,Contributor,
66526,1,0,0,92252,,Jaycee36,Contributor,
66527,1,0,0,92253,,mincai,Contributor,
66528,1,0,0,92254,,Haley1521,Contributor,
66529,1,0,0,92255,,mteeters,Contributor,
66530,1,0,0,92256,,Ames1677,Contributor,
66531,1,0,0,92257,,CalAnne,Contributor,
66532,1,0,0,92258,,hancar2,Contributor,
66533,1,0,0,92259,,weberdavid29,Contributor,
66534,1,0,0,92260,,love4j,Contributor,
66535,1,0,0,92261,,taggart47611,Contributor,
66536,1,0,0,92262,,maisie28,Contributor,
66537,1,0,0,92263,,CuriousTeen19,Contributor,
66538,1,0,0,92264,,VetTechJenn122,Contributor,
66539,1,0,0,92265,,miles6254,Contributor,
66540,1,0,0,92266,,coinone,Contributor,
66541,1,0,0,92267,,fortress27,Contributor,
66542,1,0,0,92268,,thunderunderfoot,Contributor,
66543,1,0,0,92269,,erinmichel,Contributor,
66544,1,0,0,92270,,crazymom1952,Contributor,
66545,1,0,0,92271,,bubba01,Contributor,
66546,1,0,0,92272,,mrslorrie,Contributor,
66547,1,0,0,92273,,Lime80,Contributor,
66548,1,0,0,92274,,Munkin,Contributor,
66549,1,0,0,92275,,Talia1970,Contributor,
66550,1,0,0,92276,,Chikitsa,Contributor,
66551,1,0,0,92277,,JaStovern,Contributor,
66552,1,0,0,92278,,Caringsoul,Contributor,
66553,1,0,0,92279,,potterkingstons,Contributor,
66554,1,0,0,92280,,bokor123456789,Contributor,
66555,1,0,0,92281,,tinapet,Contributor,
66556,1,0,0,92282,,ejleep13,Contributor,
66557,1,0,7,92283,,Misslilypad,Contributor,
66558,1,0,12,92284,,anoldcrow,Contributor,
66559,1,0,0,92285,,PolkadottedSunshine,Contributor,
66560,1,0,0,92286,,ilovemylittlefamily,Contributor,
66561,1,0,0,92287,,Mommy8408,Contributor,
66562,1,0,0,92288,,1Auntie,Contributor,
66563,1,0,0,92289,,hollymarshall,Contributor,
66564,1,0,0,92290,,labisiisola,Contributor,
66565,1,0,0,92291,,queennightowl,Contributor,
66566,1,0,0,92292,,roccyclist,Contributor,
66567,1,0,0,92293,,wickedmedia21,Contributor,
66568,1,0,0,92294,,JessicaAnne2013,Contributor,
66569,1,0,0,92295,,TomArt,Contributor,
66570,1,0,0,92296,,jupiter801,Contributor,
66571,1,0,0,92297,,DouglasN17,Contributor,
66572,1,0,0,92298,,Nikkivikki,Contributor,
66573,1,0,0,92299,,88flower,Contributor,
66574,1,0,0,92300,,1933Da,Contributor,
66575,1,0,0,92301,,Cat570,Contributor,
66576,1,0,0,92302,,1nOnlyAL,Contributor,
66577,1,0,0,92303,,zelstark,Contributor,
66578,1,0,0,92304,,Sugary,Contributor,
66579,1,0,0,92305,,malissa42,Contributor,
66580,1,0,0,92306,,karlhall,Contributor,
66581,1,0,0,92307,,Halua,Contributor,
66582,1,0,2,92308,,Phoxykat,Contributor,
66583,1,0,0,92309,,Realtordg2000,Contributor,
66584,1,0,0,92310,,wentee,Contributor,
66585,1,0,0,92311,,Debsmith61,Contributor,
66586,1,0,0,92312,,1green53,Contributor,
66587,1,0,0,92313,,jojo2468,Contributor,
66588,1,0,0,92314,,jambo97,Contributor,
66589,1,0,0,92315,,sjjkj,Contributor,
66590,1,0,0,92316,,badboy123,Contributor,
66591,1,0,0,92317,,forjg,Contributor,
66592,1,0,0,92318,,narober,Contributor,
66593,1,0,0,92319,,jacklam,Contributor,
66594,1,0,0,92320,,putas,Contributor,
66595,1,0,0,92321,,NCognita,Contributor,
66596,1,0,0,92322,,oxycontin,Contributor,
66597,1,0,0,92323,,meandersen,Contributor,
66598,1,0,0,92324,,HCeleven11,Contributor,
